index,reviewId,content,score,at,bank
60,7c7252b5-b59c-4c71-a155-f14e9d622ac8,fully functional greate application it makes payment and transaction easier,5,2026-04-06,CBE Bank
61,897d7aef-38cc-4f1b-84ac-d03ffa8cb8db,it's best for everyone,5,2026-04-06,CBE Bank
62,b81b7e17-da64-4d11-bc36-794038b84332,Good job,5,2026-04-06,CBE Bank
63,243ab5af-005e-4f6d-a06b-a1dcf7aa3074,good jobs,5,2026-04-06,CBE Bank
64,52bedd3b-3f0b-4899-a316-ea456b7c224a,am happy using it.But why does it need continuous updates?,5,2026-04-06,CBE Bank
65,ef81aa99-c09c-4e2c-8e6c-7810fedc652b,good,5,2026-04-06,CBE Bank
66,eeadd7a8-d0bb-4cac-abc6-55d8985fd801,👍👍,5,2026-04-07,CBE Bank
67,dbdc8bbc-26b0-48f9-be41-be9b519fcde6,difficult to see our transactions after aweek,1,2026-04-07,CBE Bank
68,dc8542a5-4cb9-4054-975a-4344af14e1ce,nice,1,2026-04-07,CBE Bank
69,5499cc00-e386-4586-a04e-a0d20217b9a3,Easy to use and reliable.,5,2026-04-07,CBE Bank
70,da38be12-b3cb-4bf2-9bad-2d9f5e945be9,swift,5,2026-04-07,CBE Bank
71,8a53de6b-5e83-43bc-92d4-ce3166aefe30,best,5,2026-04-07,CBE Bank
72,34e68a5d-da08-4f58-9221-42efb43a3b42,it is wel,5,2026-04-07,CBE Bank
73,25221fd3-7aeb-4c8a-b49f-9e249889b9cd,Good bank,5,2026-04-07,CBE Bank
74,f9325e43-7166-47fe-88e3-8ce4d6e56315,deduction but no transaction. not good,3,2026-04-08,CBE Bank
75,1b876e81-5979-4fa5-82ad-d8e017f37e03,በጣም ጥሩ ነው,4,2026-04-08,CBE Bank
76,f00a16f4-6fcc-4fe1-911a-3afee7b86629,this app is very good,5,2026-04-08,CBE Bank
77,51cd5660-e49d-46b9-9c96-0fc9180bd4e3,its good,5,2026-04-08,CBE Bank
78,c29bc34b-d23a-418f-a8c5-bc210e34439e,very nice,5,2026-04-08,CBE Bank
79,21080f7c-76fb-489a-8efd-a4fe975b6681,easy and fast,5,2026-04-08,CBE Bank
80,4e3575d6-c8f2-4355-bcb5-45a2417f38ba,good app,5,2026-04-09,CBE Bank
81,2eac6e2e-1308-4b77-9efb-53eff28583dc,good,5,2026-04-09,CBE Bank
82,aeb37634-bb45-4f1d-8769-ac5935cf19a8,Musxafaa,5,2026-04-09,CBE Bank
83,67a7f4cc-3984-494e-91e2-e4d14a9f5316,good,5,2026-04-09,CBE Bank
84,bbdbef07-6634-4cc9-88b6-ebbf47da1eab,good,5,2026-04-09,CBE Bank
85,b3dcd0e5-15ae-49c7-9f32-b8fbd51ed098,great 👍,5,2026-04-09,CBE Bank
86,8221364f-fd16-4009-b5bf-cbd307d6c39a,I had good time with CBE,5,2026-04-09,CBE Bank
87,9ca4ba27-bea6-41af-b713-7303966ab0b2,crashes every time you need to update this app ASAP.. i will be changing bank if tjis continues,1,2026-04-09,CBE Bank
88,438f14cd-2079-4927-9f8d-5e85dde83ee2,Good,5,2026-04-09,CBE Bank
89,77321992-8df5-43cc-a4af-71071633a634,well expriences,5,2026-04-09,CBE Bank
90,041966dc-4eab-4bf5-aa16-0394fa2ae229,itii fayadamaa namaa fayadaa kuniin,5,2026-04-10,CBE Bank
91,f53d3f16-8e7d-4e43-83f1-311f134876e5,crush alot,1,2026-04-10,CBE Bank
92,5a667099-601e-47e7-be91-6b9d43ce065a,Best,5,2026-04-10,CBE Bank
93,4929147d-a8ad-49f0-a46e-1f354b94b039,Not that happy at this app,3,2026-04-10,CBE Bank
94,65028e23-faa5-4715-ba1f-b2067ffe5a4f,100%100 Fast and Amazing app !! 🏆🏆🏆🏆🏆🏆🏆🏆 💞🌷🇪🇹,5,2026-04-10,CBE Bank
95,9bc7bb47-774b-4ee1-a35a-e4a1deb55671,"my favorite so far, but, how come we are not able to download the app and fix our problem ourselves? it is not fair to go to the bank and fix it for you? please think about it. Thank you",5,2026-04-11,CBE Bank
96,23b936ee-deea-430a-b057-3095096fd204,Enough good even it hasn't transferring for other telebirr users,5,2026-04-11,CBE Bank
97,a2bbf57d-a3c7-44fa-b4fa-1d529e947f72,easy fast helpful for our business,5,2026-04-11,CBE Bank
98,6d7e06ff-5b7f-4eff-8027-f77d259f78ca,lulit tukka giro,5,2026-04-11,CBE Bank
99,2988881b-7ab7-4116-a192-38795dca3ef8,not good not bad.,3,2026-04-11,CBE Bank
100,f9e36d63-8f67-4f7a-904b-062a6cb1a724,good,5,2026-04-11,CBE Bank
101,8342613a-7cba-427d-9676-513ded7bc38b,bad strresing,1,2026-04-11,CBE Bank
102,dec10628-3824-4a01-9d89-d21317137aee,cool,5,2026-04-11,CBE Bank
103,2eeb0413-aeea-474b-82b5-8e52da758bc2,good,5,2026-04-11,CBE Bank
104,ba9334c6-a90e-49ab-a6a4-9621fed85b2b,I can't download this app please assist how it can be downloaded,1,2026-04-12,CBE Bank
105,cbb630b8-3478-417c-a154-bb4dfb61cb75,🤙,5,2026-04-12,CBE Bank
106,4661a152-ca52-405f-b841-4c3e21b59ae9,"This application was not that great, and its performance has unfortunately declined further. For the past week, I have been unable to access my balance or transfer funds. This situation is causing considerable concern and inconvenience, as I cannot access my money in a timely manner. This has resulted in late payments and a loss of confidence and trust. Furthermore, I have not received a response to my message to the customer support team.",1,2026-04-12,CBE Bank
107,f50bec7e-b467-4668-aa73-e99c6c03cbe3,sestemaa siresun osoo manaa banki hindemne namnii barbade national id isa fayadamee osoo banachun danda'ame bayye nammati tola live event qabate,3,2026-04-13,CBE Bank
108,cca76eef-100b-47a1-af9b-6481374ad57c,I customer for commercial bank of Ethiopia I trade,5,2026-04-13,CBE Bank
109,2cdbbc7c-bfb1-4868-a6f4-f9ad299646bb,good,5,2026-04-13,CBE Bank
110,1fc4aeb1-30a7-4cdf-becf-fc4fc7846a29,nice,5,2026-04-13,CBE Bank
111,cc1bcc0e-70f9-4ef3-a8f0-7cd40ca2719a,accessibility need to be taken seriously. There are people excluded because of inaccessible apps.,3,2026-04-13,CBE Bank
112,79711e33-9124-4968-8e03-493312ed88e9,it's has an issue,1,2026-04-13,CBE Bank
113,a72a0363-f01a-4a30-a266-bd2090a9d2ef,Pls facilitate transfer to telebirr agent,3,2026-04-14,CBE Bank
114,a90ff5c3-df2a-4d25-a97f-9205c87fd306,"before, it was nice. now it does not work and crash automatically",2,2026-04-14,CBE Bank
115,6e779670-e854-4f7f-b991-1cb6e8e9d8ae,pls speedup for quick uses,5,2026-04-14,CBE Bank
116,b34fd636-e854-4cc8-bb24-4e1243e36650,Factory reset made me to lose my pin to login to my account!,5,2026-04-15,CBE Bank
117,17b17053-8d0b-49cc-bdb1-54d12f6b8ee5,gooooodddd.....,5,2026-04-15,CBE Bank
118,ffffd562-15aa-41b3-ab9a-a69b7eaf8a02,keeps on saying bucket override when I try to pay henon school fee,2,2026-04-15,CBE Bank
119,a0c0e576-d94a-4a09-829e-881f3b9c32ea,This is app is not fast and not working well in all android phone. eg it is not functioning well using one plus phone.,1,2026-04-15,CBE Bank
120,acd932fe-df6d-412d-b8fa-a644243425ed,ok,5,2026-04-15,CBE Bank
121,f7bc060e-38a2-4bfc-aa9b-1f15c538dc22,good,5,2026-04-15,CBE Bank
122,f2a957a3-f73a-4538-9ac7-eb9fcba24072,it's v good app sometimes there is a problem on other bank transfers,4,2026-04-15,CBE Bank
123,63a08f8a-6863-4ae5-a6c4-ec480f0c7fbe,does not working well,5,2026-04-15,CBE Bank
124,b5ac0aff-c5f9-4348-b223-771c8c155291,"life longe bank CBE , Save & change your life.",5,2026-04-15,CBE Bank
125,494d35f2-4043-4a0e-8afd-02c9210295f5,it is more convenient app,5,2026-04-16,CBE Bank
126,aef081be-7fc2-42f9-9ae7-fb9a292c835b,it's best app to use recently and upgraded day to day for internationalization,5,2026-04-16,CBE Bank
127,e905409f-c30c-4d3f-a967-4e1438619120,it looks fantasy,5,2026-04-16,CBE Bank
128,10fe807e-eda6-4115-b453-4b32b4e6209c,nice app,5,2026-04-16,CBE Bank
129,2946c132-84a4-403c-8f2d-88e7b178f832,ok,5,2026-04-16,CBE Bank
130,4f2728b5-853b-4dbd-a5f0-748e79add791,nice app,5,2026-04-16,CBE Bank
131,f23b5c33-fd43-4f40-8e33-8d414d1d5214,very nice app,5,2026-04-16,CBE Bank
132,c586f910-edbb-420b-9908-ac49c42d1cb8,"im having a terrible experience with this app, im getting 'unable to connect' error, this happened for a while now and they didnt fix it, it is so unreliable in times i need it that i have to resort to using ussd code instead of it. please fix this issue",1,2026-04-17,CBE Bank
133,f810f331-0921-413f-baf1-70f8fae1f829,Absolute garbage,1,2026-04-17,CBE Bank
134,ba53ff9e-108d-4297-a60f-03b70b7ba7de,CBE does not offer anything international.,3,2026-04-17,CBE Bank
135,d4d9a285-4479-4b3d-9563-2bed5e2a94fe,its good,5,2026-04-17,CBE Bank
136,b9dd5f81-1af0-432c-a1da-6b90ca410a33,korsa,5,2026-04-17,CBE Bank
137,b9221c44-16be-41b6-86d7-2ace3cbd62e8,Excellent,5,2026-04-18,CBE Bank
138,7dc0b596-d78c-43ed-ad78-32062a97eeeb,excellent,5,2026-04-18,CBE Bank
139,988cc8f5-5b95-4012-8bf9-3d262a8d6954,ካየህዋቸው ተመሳሳይ መተግበርያዎች በጣም ጥሩ መተግበርያ ነው,4,2026-04-18,CBE Bank
140,66c77025-a538-4136-98a6-0a3747b87642,I have 1 year and thank you for yo ur genuine service,5,2026-04-18,CBE Bank
141,b054ce73-98ad-4d65-9672-3bd39ff363f1,super spp,5,2026-04-18,CBE Bank
142,76c84868-9d90-4284-98bc-14198fbcfce5,it is the best application in the Ethiopia I like it this,5,2026-04-18,CBE Bank
143,e6dca956-eee2-4e38-880b-22ff60571652,አሪፍ ነው,4,2026-04-18,CBE Bank
144,612227e6-ce2c-4cec-8089-d75995099cb9,good,5,2026-04-19,CBE Bank
145,fac0ecea-f89a-414a-8e69-aa9b1d9520c6,good,4,2026-04-19,CBE Bank
146,efee984f-137b-4909-b1f6-c241950936d4,Rtgs limit very small,3,2026-04-19,CBE Bank
147,42cc1b22-bfa5-4c66-a4fe-fbd3a097b27b,የጣት አሻራ አገልግሎት አላገኘሁም። አጠቃቀሙ ጠፍቶኝ ይሆን?,4,2026-04-19,CBE Bank
148,b41c83ab-a58d-46ed-9343-e980a4c0d7ab,good job,5,2026-04-19,CBE Bank
149,73fc5a31-cef5-4a6a-977a-b465ccc3fc74,best bank for Android application form market place and key number,5,2026-04-19,CBE Bank
150,91c8f4b9-626d-44a3-8913-f01cf2e94ede,i like cbe service,5,2026-04-19,CBE Bank
151,b97657dd-a8f5-40f9-8267-3e15bf03d00c,"Trasaction history not sorted in time basis, besides the hilight transaction and its details which is found by clicking the highht transaction are diffrent. Generally, the tansaction history page has a critical problem",3,2026-04-19,CBE Bank
152,0f81b0d6-3ae4-4c1e-8620-5f097ca36969,good,5,2026-04-20,CBE Bank
153,184ad1f1-8456-4112-adec-168ab1d1a4f7,Good&fast,5,2026-04-20,CBE Bank
154,16d65d1e-3846-4924-8ba9-cec1dfb07b04,i luv it,5,2026-04-20,CBE Bank
155,30c2e676-2f2a-44f5-8625-916ea1661b5a,very bad experience as its very slow,1,2026-04-20,CBE Bank
156,fdd2e0b0-20a0-46a9-b055-2035be5af005,very nice 👌,5,2026-04-21,CBE Bank
157,a47676b1-8ea7-4d8f-9877-3d9796fae7a1,اليش يتعخر معرف والله,5,2026-04-21,CBE Bank
158,c59a5158-3dc4-4bca-bab0-db8afeb0e548,good application 💯💯💯.,5,2026-04-21,CBE Bank
159,0983b167-b0e0-4e46-bdcd-f9f789b54da5,best,5,2026-04-21,CBE Bank
160,91ec0cca-6289-4d8b-a451-bd7beaa5966e,good app,5,2026-04-21,CBE Bank
161,19040c0b-9bdd-4c28-a1cc-c955536df913,good,4,2026-04-21,CBE Bank
162,a7353267-3a48-41e1-9116-4df747fb15d0,ok,5,2026-04-21,CBE Bank
163,736f928d-bbcd-4a45-a185-6e7f65edb90c,it cost us a lot just by transfer and in other way not fair,1,2026-04-21,CBE Bank
164,8c0e54e5-ec7a-4cd8-a8f0-ee561a622107,Nice App,5,2026-04-21,CBE Bank
165,46cd25aa-841d-4961-9f6b-36a03ea6d841,good and fast,5,2026-04-21,CBE Bank
166,32d79a7b-050e-453b-b0b3-041ff959caff,"i didn't get feed back through message ,Why so?",5,2026-04-21,CBE Bank
167,6bf51533-a140-42e4-bdae-9be92d0d4366,"v, good",5,2026-04-21,CBE Bank
168,b934991a-2338-4fbd-9898-0ef7fc41b532,Interesting app,5,2026-04-21,CBE Bank
169,49ad724c-7cdd-4985-a75e-3f6f5e33bf1f,Great app,5,2026-04-21,CBE Bank
170,6f379949-6e1e-4a56-b665-6e3cf79f57e8,ok,5,2026-04-21,CBE Bank
171,f458405a-e617-4ad2-93ef-27130528e855,"there should be atm voucher access included , and also the app crash sometimes .",1,2026-04-22,CBE Bank
172,e41a5725-fb8f-4f5c-bf99-8856a8656f2d,it's good app for ease of access mobile banking transaction and use our time properly!,5,2026-04-22,CBE Bank
173,3d79ac70-9e6d-4c35-bfff-1f10464d0f69,"pls make an option fingerprint Biometric payment only, it's fast and secure to pay",4,2026-04-22,CBE Bank
174,98bc3797-e6f0-44f3-b5a1-a20da22b2915,በጣም ቀላልና ፈጣን ለመጠቀም ወድጀዋለሁ,5,2026-04-22,CBE Bank
175,1e062221-846f-4c4e-90e9-0cb866c3e83f,I love this up to much eollahi,5,2026-04-22,CBE Bank
176,769de229-360c-4cb8-922c-027bac840594,I hope this bank have excellent Mobile app but still not easy and not working in holidays why,4,2026-04-22,CBE Bank
177,dd734d98-ffdd-4e43-bb6e-df5e57714564,best,5,2026-04-22,CBE Bank
178,54cfb8b7-5476-4c65-99b4-c57ba37e146b,"It's a great, easy-to-use, very convenient and secure app.",5,2026-04-22,CBE Bank
179,f91c9e6f-d899-4d70-a95f-d808ca5f9d1b,Good Job,5,2026-04-22,CBE Bank
180,71a880f4-4b8a-4400-ad68-66212b59ddb9,best,5,2026-04-22,CBE Bank
181,2cc05444-e475-48e1-8a8f-8120c87aefd4,Best app.,5,2026-04-22,CBE Bank
182,2656d052-478d-4770-b2e9-cf0de2afadfc,it's so use full and secure 👍💪👌,5,2026-04-22,CBE Bank
183,34102a69-8d3f-4f76-826a-75af8e0ada59,ok,1,2026-04-22,CBE Bank
184,1e4834e4-591d-436c-a82d-dd681b18a70a,perfect app,5,2026-04-22,CBE Bank
185,07effce7-fddb-4d7f-9d5a-b91eb6604650,after the the recent update the app not responding. even transfer to telebirr isn't working.,1,2026-04-22,CBE Bank
186,656366e5-8bae-4756-b749-4c400127b9fd,Need more additional future include for now it's not bad,1,2026-04-22,CBE Bank
187,baa262e4-2e42-476d-94f6-49fab13f4734,I don't like. I can't make transfer to my own telebirr,1,2026-04-22,CBE Bank
188,353128a8-9c2c-4bd0-8569-66d04aab37e5,lag and stack not quick response 😞😞,2,2026-04-22,CBE Bank
189,7c9d3ccb-f6f5-4823-8fa9-53726d302ca7,it good. to get services,5,2026-04-22,CBE Bank
190,63485212-9554-4d81-a546-76607ab56528,good,5,2026-04-22,CBE Bank
191,28549967-1ae6-4084-ab00-613c84bdd90e,Number One App,5,2026-04-22,CBE Bank
192,3b7393b7-a619-4936-ad7d-ad44b52ee830,is good,5,2026-04-22,CBE Bank
193,f77e0cd2-e0c2-47e3-ad9c-3e245f97c587,ok,5,2026-04-22,CBE Bank
194,9d86e1f7-3991-425d-a416-2650173e2316,this secure app of all Ethiopia mobile banking ever.,5,2026-04-22,CBE Bank
195,21776dfa-086b-4227-a973-3eb6b227d818,owww cbe,5,2026-04-22,CBE Bank
196,9e675a01-cdc0-41a0-b3e6-d8bbb4d4fa7b,"Very secured, fast and favourable",5,2026-04-22,CBE Bank
197,0b1601a2-8414-4a17-bdbf-95a8fc775b22,best,5,2026-04-22,CBE Bank
198,e5e7f832-6759-4005-9df6-5f8d6b354551,"The app has some issues we need to have a place where we save our contacts where we usually send money to, after update I keep loosing all the important accounts.Also user needs to configure their notification types we want to receive either by email ,SMS or both. right now I don't get any notifications when I receive funds from companies.",1,2026-04-22,CBE Bank
199,3bf494e1-9456-4641-8ddb-d346fc5e0cad,best app ever,5,2026-04-23,CBE Bank
200,e2c16713-196d-4987-9f66-d33554e353a9,halaba kuleto,5,2026-04-23,CBE Bank
201,7f48cc9c-d000-480b-aaee-4e0a1e75e962,very good cbe app,5,2026-04-23,CBE Bank
202,8765780a-a1e9-4973-86e9-9d0d59ce7a97,tel birr,5,2026-04-23,CBE Bank
203,6d6450b4-8242-4a96-8199-71909bd6ab3a,Very good,5,2026-04-23,CBE Bank
204,51cafcbf-3067-4242-9be7-8b37fa122db5,I like it but sometimes there is a system error,4,2026-04-23,CBE Bank
205,e991171d-d307-453a-9826-b91f253fd6bf,good,5,2026-04-23,CBE Bank
206,99853993-d304-40ba-895c-6941f63d0bcf,"the app keeps asking for update, even after being updated",3,2026-04-23,CBE Bank
207,a90504bc-e96c-442b-9f67-a45dea168589,አዲሱ ገጽታው በጣም ያስጠላል። ለአይን ይከብዳል። ወደነበረበት ብትመልሱት።,1,2026-04-23,CBE Bank
208,5d117f51-34cc-455e-b797-bda7f108f7d0,good,5,2026-04-23,CBE Bank
209,391b168b-2680-4933-abb4-611877f89557,like,5,2026-04-23,CBE Bank
210,2a772789-7532-4f73-a0bd-7fb6d00ab768,Good !,3,2026-04-23,CBE Bank
211,2f7eaaf6-68d5-4940-8098-8414cbe48da9,good,5,2026-04-23,CBE Bank
212,d96f096f-f717-4f2e-9938-df78cc762eb4,good,5,2026-04-23,CBE Bank
213,c411921d-8b01-4c84-98bb-8d913d9d4e71,"This application was not that great, and its performance has unfortunately declined further. For the past week, I have been unable to access my balance or transfer funds. This situation is causing considerable concern and inconvenience, as I cannot access my money in a timely manner. This has resulted in late payments and a loss of confidence and trust. Furthermore, I have not received a response to my message to the customer support team",1,2026-04-23,CBE Bank
214,dcdbe309-d836-4c8f-af2f-33a28bf3f6ee,best experience,5,2026-04-24,CBE Bank
215,0737fe99-8d46-4617-92ca-fc7835b45093,good,5,2026-04-24,CBE Bank
216,6b0fa39d-9bfe-4321-8eb0-64efb84e7044,good app but it needs more languages do it with more than four languages,5,2026-04-24,CBE Bank
217,c9b93b61-7302-4183-9b64-0af04756e3fd,good work,5,2026-04-24,CBE Bank
218,744d00e1-eb14-42ec-82c2-d5d96be3a133,ok,5,2026-04-24,CBE Bank
219,9819cf1b-61d0-41b8-865f-a1d74e59b7c8,wow app.The developers make improvements every time.,5,2026-04-24,CBE Bank
220,2dd3486a-0f32-4c4b-a0df-0373ad43ba27,nice and perfect,5,2026-04-24,CBE Bank
221,d07fd558-57b9-47a4-8552-890435e8e0cb,What's wrong after i update the app unable to open,1,2026-04-24,CBE Bank
222,37d693a0-f6b3-4c9b-90fb-a38a0cd40962,the best,5,2026-04-24,CBE Bank
223,23de9fd4-cc2a-44e7-9de7-4d509d6bff76,"This app used to work well, but now it constantly shows an error saying it can’t load my accounts and tells me to visit a branch. I’m not even in the country, so that’s not possible. The app has frequent issues and needs better reliability and remote support options.",2,2026-04-24,CBE Bank
224,eb493847-39e7-489a-853e-de65fb51541d,👍👍it is good. pls Hide the amount that appear on the top when we need to transfer🙏,1,2026-04-24,CBE Bank
225,a6b90a4c-4f99-46c4-a191-ac7041d31df7,not sure at the moment,3,2026-04-24,CBE Bank
226,fb519f9d-6352-4d77-8f4c-5c04212a1a01,Good,5,2026-04-24,CBE Bank
227,9e1cb9b7-114a-4af4-8c89-64aaf8dd9126,it's the best app i have every seen it is fast and securty,5,2026-04-24,CBE Bank
228,9601a42a-e918-4fad-94a1-e97153f75161,Useful apps,5,2026-04-24,CBE Bank
229,4b2c9e31-174f-4862-853a-9ac1453d5151,easy to use,5,2026-04-24,CBE Bank
230,1ca885e0-05d3-47e4-8197-22024bd5855d,waw,4,2026-04-24,CBE Bank
231,f67c2405-fb7b-4203-b6c9-bdfa053ab22f,nice,5,2026-04-24,CBE Bank
232,9c330be8-b0ff-46b0-a5a7-53d7a368751e,I am very comfortable because we can easily access various transfer services that we used to have to go to the bank.,5,2026-04-25,CBE Bank
233,bdd84631-46fb-4462-b674-ef737f65b619,ok,5,2026-04-25,CBE Bank
234,93a71b3e-eef7-41ee-8a01-b987b3f4bdbf,good app,5,2026-04-25,CBE Bank
235,bdf0adc0-ce3c-441c-82fb-128c8b64c19c,i am so happy,5,2026-04-25,CBE Bank
236,d5b3a449-1cc9-42d7-96d3-b8c7cd039e5a,good,5,2026-04-25,CBE Bank
237,077dab03-611b-494c-8244-6dec9d98c3bb,I'm from Ethiopia and proud of CBE service app.,5,2026-04-25,CBE Bank
